attitudes_count,comments_count,reposts_count,mid,raw_text,source,user.description,user.follow_count,user.followers_count,user.gender,user.id,user.mbrank,user.mbtype,user.profile_url,user.profile_image_url,user.screen_name,user.statuses_count,user.urank,user.verified,user.verified_reason,F_or_T
0,0,0,4496418104102234,转发微博,vivo X27,上善若水，水善利万物而不争。,157,34,f,6321108209,1,2,https://m.weibo.cn/u/6321108209?uid=6321108209,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/006TMJ0dly8gco1inz69nj30ro0rojt0.jpg?KID=imgbed,tva&Expires=1587541718&ssig=VicMJIdcLV",沁雨meet,341,9,False,,T
0,0,0,4496166962499677,极光,iPhone客户端,哈哈哈哈,319,43,f,5470192816,1,2,https://m.weibo.cn/u/5470192816?uid=5470192816,"https://tvax2.sinaimg.cn/crop.0.0.828.828.180/005Ycn2oly8gdjxvcyr8bj30n00n0jt0.jpg?KID=imgbed,tva&Expires=1587529782&ssig=ssrqjQ63Z%2B",ssshgy,302,9,False,,T
0,0,0,4496166961636210,转发微博,nova5 人像超级夜景,如果有来生，要做一只鸟，飞越永恒，没有迷途的苦恼。,14,5,f,6365503477,0,0,https://m.weibo.cn/u/6365503477?uid=6365503477,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/006WN0eVly8gdi6nvlvebj30ro0roab9.jpg?KID=imgbed,tva&Expires=1587529782&ssig=i8Rp16%2BGER",红了yingTao绿了baJiao,54,0,False,,T
0,0,0,4496166961631804,宝宝啊，姐姐要给你买奶粉啊,HUAWEI P30,You are not alone! 生活就在眼前!,115,60,f,1867566417,1,2,https://m.weibo.cn/u/1867566417?uid=1867566417,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/6f50cd51ly8gdip01i8aij20ro0rowft.jpg?KID=imgbed,tva&Expires=1587529782&ssig=nRxAA%2FaU0B",狮子座的流星雨085,1343,30,False,,T
0,0,0,4496166958286922,宝贝，爱你[米奇比心][米奇比心][允悲]//@林汨泽一:想你,iPhone客户端,从善如登，从恶如崩。――《国语》,136,57,f,7337484081,0,0,https://m.weibo.cn/u/7337484081?uid=7337484081,"https://tvax2.sinaimg.cn/crop.0.0.750.750.180/0080zkNrly8gdiw2708ddj30ku0ku75e.jpg?KID=imgbed,tva&Expires=1587529782&ssig=YOKWlnQgmy",唯愿YiBo平安喜乐,1783,0,False,,T
0,0,0,4496166957419544,@UNIQ-王一博 愿我们一博平安喜乐，事事顺心！,,社会主义好青年,90,45,f,2668233921,2,11,https://m.weibo.cn/u/2668233921?uid=2668233921,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/9f0a04c1ly8gd1u9so4gtj20ro0rodi2.jpg?KID=imgbed,tva&Expires=1587529782&ssig=adFCHA6EL3",Q墙头三千Q,438,4,False,,T
0,0,0,4496166953218666,真爱地球，底气全开,iPhone客户端,,99,544,f,3213657232,0,0,https://m.weibo.cn/u/3213657232?uid=3213657232,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/bf8c8490ly8gb6i34re9rj20e80e8gmd.jpg?KID=imgbed,tva&Expires=1587529782&ssig=skw%2Fu7UEIu",wangql7365,233,9,False,,T
0,0,0,4496166949870682,转发微博,荣耀8X,,162,40,m,7359220992,0,0,https://m.weibo.cn/u/7359220992?uid=7359220992,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/00822xyMly8gdi18tiq0cj30ro0ro41e.jpg?KID=imgbed,tva&Expires=1587529782&ssig=hQkk8QtM8a",白茶清欢37704,542,0,False,,T
0,0,0,4496166949598594,你最棒啊,HUAWEI P30,,55,535,f,7383992392,0,0,https://m.weibo.cn/u/7383992392?uid=7383992392,"https://tvax1.sinaimg.cn/crop.0.0.750.750.180/0083ItJuly8gdi6ijs835j30ku0kuwhq.jpg?KID=imgbed,tva&Expires=1587529782&ssig=BaWulGtbPQ",chenjiaxiaonv,867,0,False,,T
0,0,0,4496157063724731,最近是高产猪猪咩[胖红生气],小闹家的Android,万事胜意。,155,70,f,6559702405,2,11,https://m.weibo.cn/u/6559702405?uid=6559702405,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/0079VQfHly8gdttevoqfkj30ro0roq4i.jpg?KID=imgbed,tva&Expires=1587529782&ssig=4KRGCtXhHP",小桨喜欢奶油酱,2412,9,False,,T
